,TIMESTAMP,instID,\delta p autocorr,tradeAmt_avg,tradeAmt_sum,std,TTM,delta_avg_tradevolm,delta_sum_tradevolm
0,2019-08-21 10:00:00,1,-0.3907546658305013,,,0.0201819668786678,33644.96261620187,,
1,2019-08-21 10:30:00,1,-0.5821737826867969,37861111.11111111,13630000000.0,0.0230474975227521,33614.97222222224,7064298.362107128,5900000000.0
2,2019-08-21 11:00:00,1,-0.361297709924194,28809523.80952381,9680000000.0,0.0216355663328623,33585.06805555556,-9051587.301587302,-3950000000.0
3,2019-08-21 11:30:00,1,-0.5421151251761209,46996197.71863118,12360000000.0,0.0846805288919077,33558.1458174905,18186673.90910737,2680000000.0
4,2019-08-21 12:00:00,1,-0.0599576056927404,37346938.77551021,1830000000.0,0.077447292258874,33530.2656462585,-9649258.943120971,-10530000000.0
5,2019-08-21 14:00:00,1,-0.4990901398378506,31681034.48275862,7350000000.0,0.0688175180380959,33404.1547413793,-5665904.292751588,5520000000.0
6,2019-08-21 14:30:00,1,-0.4295342633684789,34430379.74683544,8160000000.0,0.1194525514556894,33373.27158931082,2749345.2640768215,810000000.0
7,2019-08-21 15:00:00,1,-0.4641494827185792,40711610.48689139,10870000000.0,0.1496483017304503,33345.34244694132,6281230.7400559485,2710000000.0
8,2019-08-21 15:30:00,1,-0.5794217374305379,45592105.2631579,6930000000.0,0.0851387562811722,33316.70767543862,4880494.776266508,-3940000000.0
9,2019-08-21 16:00:00,1,-0.5626906784395105,30327868.852459017,1850000000.0,0.1031038755479416,33274.942622950824,-15264236.41069888,-5080000000.0
10,2019-08-21 16:30:00,1,-0.4704958717024654,36474358.974358976,5690000000.0,0.0916197636709438,33257.99732905982,6146490.121899959,3840000000.0
11,2019-08-21 17:00:00,1,-0.5385046919605168,26153846.153846152,340000000.0,0.0770727944285486,33234.635897435895,-10320512.820512824,-5350000000.0
12,2019-08-22 09:30:00,1,-0.3828554739408524,29238095.23809524,3070000000.0,0.0376144456799446,32227.98587301586,3084249.0842490867,2730000000.0
13,2019-08-22 10:00:00,1,-0.4184530688307396,30668789.8089172,9630000000.0,0.0207048711791094,32205.07308917199,1430694.5708219595,6560000000.0
14,2019-08-22 10:30:00,1,-0.4928638709235177,39055374.59283388,11990000000.0,0.0331036114130556,32172.90510314873,8386584.783916678,2360000000.0
15,2019-08-22 11:00:00,1,-0.4631975643268612,28074534.161490683,9040000000.0,0.0366910968546602,32144.88141821948,-10980840.431343194,-2950000000.0
16,2019-08-22 11:30:00,1,-0.4698646827793934,48418079.0960452,8570000000.0,0.0764238002488659,32116.82062146892,20343544.93455452,-470000000.0
17,2019-08-22 12:00:00,1,-0.4385759363151094,34929577.464788735,2480000000.0,0.0356635861949075,32087.834272300475,-13488501.631256469,-6090000000.0
18,2019-08-22 14:00:00,1,-0.5624425877946849,32650602.40963856,8130000000.0,0.0634088008895452,31965.54665327978,-2278975.0551501736,5650000000.0
19,2019-08-22 14:30:00,1,-0.3536447957294465,38639705.88235294,10510000000.0,0.1494798474594659,31935.65343137254,5989103.472714379,2380000000.0
20,2019-08-22 15:00:00,1,-0.5315088356941906,52522796.35258359,17280000000.0,0.1107933021796913,31905.397669706137,13883090.470230646,6770000000.0
21,2019-08-22 15:30:00,1,-0.3564138489794438,41717171.71717171,12390000000.0,0.1044511673419037,31876.1754208754,-10805624.635411873,-4890000000.0
22,2019-08-22 16:00:00,1,-0.5250453552591763,34193548.38709678,5300000000.0,0.0822759233013522,31844.70483870968,-7523623.330074936,-7090000000.0
23,2019-08-22 16:30:00,1,-0.6256898871462191,35420560.74766355,3790000000.0,0.0761578747870661,31816.79392523364,1227012.3605667725,-1510000000.0
24,2019-08-22 17:00:00,1,-0.917604196975339,42500000.0,340000000.0,0.022055737024965,31791.237500000003,7079439.25233645,-3450000000.0
25,2019-08-23 09:30:00,1,-0.3363079250747783,31764705.88235294,1620000000.0,0.0127293124746957,30786.84183006535,-10735294.11764706,1280000000.0
26,2019-08-23 10:00:00,1,-0.4112103305874668,35791505.79150579,9270000000.0,0.0123233815142005,30764.55328185328,4026799.9091528505,7650000000.0
27,2019-08-23 10:30:00,1,-0.4925942452399313,28108882.52148997,9810000000.0,0.038820730438103,30733.291738299893,-7682623.270015821,540000000.0
28,2019-08-23 11:00:00,1,-0.4254995355038635,28459459.45945946,10530000000.0,0.036135227203654,30706.734279279262,350576.9379694909,720000000.0
29,2019-08-23 11:30:00,1,-0.5017548953439526,37564102.56410257,8790000000.0,0.035385435743589,30677.02393162393,9104643.104643106,-1740000000.0
30,2019-08-23 12:00:00,1,-0.437842396312212,42820512.82051282,1670000000.0,0.0230433681373777,30651.14017094017,5256410.256410249,-7120000000.0
31,2019-08-23 14:00:00,1,-0.4109691584121877,36440677.9661017,8600000000.0,0.096205094967429,30521.901977401107,-6379834.854411118,6930000000.0
32,2019-08-23 14:30:00,1,-0.429799003935453,35482625.482625484,9190000000.0,0.1295238681855153,30494.49086229088,-958052.4834762141,590000000.0
33,2019-08-23 15:00:00,1,-0.3546134181028063,48421052.63157895,19320000000.0,0.0504841938111611,30466.415914786947,12938427.148953468,10130000000.0
34,2019-08-23 15:30:00,1,-0.4567340948638809,58167539.26701571,11110000000.0,0.0887014053005202,30438.67338568937,9746486.635436758,-8210000000.0
35,2019-08-23 16:00:00,1,-0.3235971343190331,41239669.4214876,4990000000.0,0.0456900789003194,30405.526584022027,-16927869.84552811,-6120000000.0
36,2019-08-23 16:30:00,1,-0.5112560118713811,43333333.333333336,1690000000.0,0.0186106041920745,30376.33717948718,2093663.9118457362,-3300000000.0
37,2019-08-23 17:00:00,1,-0.1932005223308778,37142857.14285714,260000000.0,0.0245581428644843,30354.638095238097,-6190476.190476194,-1430000000.0
38,2019-08-26 09:30:00,1,-0.4307726201845342,34666666.666666664,2080000000.0,0.0076210255919686,26469.319444444445,-2476190.4761904776,1820000000.0
39,2019-08-26 10:00:00,1,-0.4980434589366765,25344418.05225653,10670000000.0,0.0152825784748866,26441.66441013458,-9322248.614410136,8590000000.0
40,2019-08-26 10:30:00,1,-0.4739657663686355,23933002.48138958,19290000000.0,0.026063727289971,26415.316976840342,-1411415.5708669499,8620000000.0
41,2019-08-26 11:00:00,1,-0.3123145420103074,43258426.966292135,15400000000.0,0.1048158020458835,26385.18188202248,19325424.484902557,-3890000000.0
42,2019-08-26 11:30:00,1,-0.5694944331685526,42212765.957446806,9920000000.0,0.1209517611420673,26357.694255319147,-1045661.0088453293,-5480000000.0
43,2019-08-26 12:00:00,1,-0.3697217019473005,31818181.818181816,1400000000.0,0.1267473442558007,26332.252272727263,-10394584.13926499,-8520000000.0
44,2019-08-26 14:00:00,1,-0.4868023085012879,38811881.188118815,7840000000.0,0.1171827414178921,26204.829372937296,6993699.369936999,6440000000.0
45,2019-08-26 14:30:00,1,-0.4899030876178403,41950207.46887967,10110000000.0,0.1511084642449234,26173.969156293228,3138326.2807608545,2270000000.0
46,2019-08-26 15:00:00,1,-0.4683149886648884,45351562.5,17415000000.0,0.2040583182379469,26145.09965277776,3401355.03112033,7305000000.0
47,2019-08-26 15:30:00,1,-0.4957085272454302,36276150.62761506,8670000000.0,0.1347932882723449,26115.850488145054,-9075411.872384943,-8745000000.0
48,2019-08-26 16:00:00,1,-0.5081460813000671,43000000.0,9675000000.0,0.1116264573573086,26084.699555555548,6723849.372384943,1005000000.0
49,2019-08-26 16:30:00,1,-0.4664914961906355,29617834.394904457,4650000000.0,0.0978736557829807,26056.55870488324,-13382165.605095543,-5025000000.0
50,2019-08-26 17:00:00,1,-0.5577951831998198,30769230.769230768,800000000.0,0.0641847143317337,26030.35769230769,1151396.374326311,-3850000000.0
